Education,Hospice Organization of Ohio,"Provides broad advocacy, education and technical support to Ohioans, home care, hospice and palliative care providers advocating for highest quality care to seriously ill individuals.",http://www.ohpco.org/aws/mca/pt/sp/home_page
Education,I Have A Dream Foundation,Empowering children in low-income communities to achieve higher education by providing guaranteed tuition assistance for college and a long-term program of academic and social support.,http://www.ihaveadreamfoundation.org
Education,Junior Achievement USA,Junior Achievement USA is the nation's largest organization dedicated to giving young people the knowledge and skills they need to own their economic success.,http://www.ja.org
Tech;Education,Khan Academy,Not-for-profit with the goal of changing education for the better by providing a free world-class education for anyone anywhere.,http://www.khanacademy.org
Education,Latino Youth Education Fund,"Provides educational and scholarship opportunities for Latino youth throughout the U.S. and Puerto Rico. Changing lives and building Latino communities, one student at a time.",http://www.lnesc.org
Education,Lekotek of Georgia,"By demonstrating and loaning ""state-of-the-art"" adapted educational and computer materials to children with disabilities, Lekotek helps all  children achieve goals otherwise unattainable.",http://www.lekotekga.org
Education,LUNGevity Foundation,Harnessing the power of world-class scientific minds and passionate advocates to responsibly fund millions of dollars of research to end lung cancer now.,http://www.lungevity.org
Education,"Lupus Alliance of America, Michigan/Indiana Affiliate","A statewide agency supporting patient and public education, awareness and research for persons afflicted with lupus and related diseases.",http://www.milupus.org
Education,Lupus Foundation of Southern California,"Provides public education, patient services, and research for this disease affecting connective tissue and immune system. Primarily strikes females in their childbearing years.",http://www.lupussocal.org
Education,Maine Parkinson Society,"Provides information, education, support and advocacy for Maine people with Parkinson's Disease and their families. Promotes public awareness of Parkinson's Disease.",http://www.maineparkinsonsociety.org
Education,MargaretAnn's Place - Wisconsin,"To provide awareness, education and support for children and their families who are grieving a death.",http://www.margaretannsplace.org
Education,New York Needs You (NYNY),"New York Needs You (NYNY) aims to level the playing field for first-generation and low-income college students in New York City. NYNY closes the opportunity gap through its intensive college success and career development Fellowship program that enables high-potential, first-generation college students to realize their professional and personal ambitions. NYNY's intensive two-year program includes bi-weekly career workshops where Fellows develop relationships with more than 200 highly accomplished mentor-coaches and engage with community and business leaders.",http://www.newyorkneedsyou.org
Education,North Carolina Stroke Association,"NCSA's mission is to reduce the incidence and impact of stroke in North Carolina through relationships and collaborations to facilitate screening, education, outcome assessments, and advocacy.",http://www.ncstroke.org
Education,Ohio Sickle Cell and Health Association,"To provide education, advocacy and support statewide to individuals, affected families and people at risk for sickle cell disease.",http://www.ohiosicklecell.org/new
Education,Parkinson Association of the Rockies - Colorado,"Contributions fund education, movement classes, in-home assessment programs and technologies that enhance mobility, increase independence and maximize resources to live well with Parkinson's disease.",http://www.parkinsonrockies.org
Education,Parkinson Support Center of Kentuckiana,PSCKY is a statewide resource offering assistance and education to Parkinson patients and their families after diagnosis.,http://www.pscky.org
Education,Parkinson's Resources of Oregon,"Providing care and services that support educate and inform the region's 25,000 individuals diagnosed with Parkinson's disease to maximize wellness and quality of life.",http://www.parkinsonsresources.org
Education,Pencils of Promise,"Pencils of Promise believes every child should have access to quality education. We create schools, programs, and global communities around the common goal of education for all.",http://www.pencilsofpromise.org
Education,Project Sunshine,"Project Sunshine is a nonprofit organization that provides free educational, recreational, and social programs to children facing medical challenges and their families.  Project Sunshine empowers a dynamic and dedicated corps of over 10,000 volunteers to bring programming - recreational (arts), educational (tutoring and mentoring) and social service (HIV and nutritional counseling) - to over 60,000 children facing medical challenges and their families in 175 cities across the United States and in five international satellite sites: Canada, China, Israel, Kenya and Puerto Rico.",http://www.projectsunshine.org
Education,"Reading Is Fundamental, Inc. (RIF)","Provides free books for children nationwide and engages children, parents, and communities in reading and motivational activities to encourage a lifelong love of reading.",http://www.rif.org
Education,Sickle Cell Association of the National Capital Area,"A community based association providing education, services, and advocacy with support toward research and the improvement of treatment for Sickle Cell Disease.",http://www.scancainc.org
Education,Spinal Cord Injury Association of Illinois,"Providing information and referrals, peer counseling, seminars for families and health professionals, injury prevention programs for schools and participation in research projects, studies and surveys.",http://www.sci-illinois.org
Education,Teach For America,National corps of outstanding recent college graduates and professionals who teach for two years in public schools and become lifelong leaders in expanding educational opportunity.,http://www.teachforamerica.org
Education,Thurgood Marshall College Fund,"Providing support to academic institutions and programs, capacity building, and scholarships to students attending public Historically Black Colleges and Universities.",http://www.thurgoodmarshallfund.org
Education,"Tiger Woods Foundation, Inc.",The Tiger Woods Foundation believes every child deserves a shot at college. We provide college-access programs for underserved youth in all stages of academic life.,http://www.tigerwoodsfoundation.org
Education,University of the People,"The world's first tuition-free, nonprofit, online academic institution dedicated to the democratization of higher education; providing global access to collegiate studies despite individual constraints.",http://www.uopeople.org
Education,Wichita Medical Research & Education Foundation,Our mission is to promote education research and community efforts designed to improve the health of Kansans.  Community collaborations are an important part of our focus.,http://www.wichitamedicalresearch.org
Education,Wisconsin Association for Perinatal Care,"Provides leadership and education to improve perinatal health outcomes of women, infants, and their families throughout Wisconsin.",http://www.perinatalweb.org
Education,Women Supporting Women - Maryland,"Our mission is to provide awareness, education and support to all those who are affected by breast cancer on Delmarva.",http://www.womensupportingwomen.org
Environment,"10,000 Friends of Pennsylvania","Leading advocate and authority on land use and ""Smart Growth"" promoting reinvestment in existing communities - revitalizing the built environment - and conservation of land/natural resources.",http://10000friends.org
Environment,1000 Friends of Maryland,We work for a better quality of life by engaging all Marylanders to achieve vibrant communities and healthy rural economies.,http://www.friendsofmd.org
Environment,1000 Friends of Oregon,"Land use advocacy for a beautiful, livable, and productive Oregon: healthy communities, smart transportation, secure farm and forest lands, and protected natural areas.",http://www.friends.org
Environment,Accokeek Foundation,"Active in land conservation, sustainable agriculture, stewardship of the Potomac River and its watershed and environmental and historical education throughout southern Maryland.",http://www.accokeek.org
Environment,Adirondack Council,Leading advocate for preserving the last great remaining wilderness east of the Mississippi and north of the Everglades -- NY State's six-million-acre Adirondack Park.,http://www.adirondackcouncil.org
Environment,Agricultural Stewardship Association,Protects productive farmland to ensure that New York will have a sufficient land base to produce food locally now and in the future.,http://www.agstewardship.org
Environment,Alaska Conservation Foundation,The only public foundation dedicated to connecting donors worldwide to on-the-ground efforts to protect Alaska's wild places and wildlife.,http://www.alaskaconservation.org
Environment,Alice Ferguson Foundation,"Connects people to the natural world, sustainable agriculture, and the cultural heritage of the Potomac watershed through education, stewardship and advocacy.",http://www.fergusonfoundation.org
Environment,Allegheny Land Trust,Conserves and stewards lands that support the scenic recreational and environmental well being of communities in Allegheny County and its environs.,http://www.alleghenylandtrust.org
Environment,Alliance for the Chesapeake Bay,"Fosters partnerships and builds innovative solutions with citizens, communities, local groups, businesses, and government to preserve and restore the Chesapeake Bay and its rivers.",http://www.allianceforthebay.org
Environment,Alliance for the Great Lakes,"Conserves and restores the world's largest freshwater resource using policy, education, and local efforts ensuring a healthy Great Lakes and clean water for all generations.",http://www.greatlakes.org
Environment,Alliance to Save Energy,"Advances energy efficiency as the quickest, cheapest, cleanest way to help America save the environment.",http://www.ase.org
Environment,Amazon Conservation Team,"Works in partnership with indigenous people in conserving biodiversity, health and culture in tropical America - in particular greater Amazonia.",http://www.amazonteam.org
Environment,American Chestnut Land Trust,"We preserve 3,000 acres of forest, farmland and wetlands and promote sustainable public use of our preserved properties for educational, scientific, recreational and cultural purposes.",http://www.acltweb.org
Environment,American Farmland Trust,"Helping farmers and ranchers protect their land from development, produce a healthier environment, and build successful communities. Working to save the land that sustains us.",http://www.farmland.org
Environment,American Forests,"Only national conservation nonprofit focused exclusively on protection and restoration of America's forests. We plant trees, educate the public and advocate for sound public policy.",http://www.americanforests.org
Environment,American Littoral Society,"We protect and preserve marine life and habitat, defend the coast from harm and empower others to do the same through advocacy, education and conservation.",http://www.littoralsociety.org
Environment,American River Conservancy,"Working within the American and Cosumnes River watersheds, we preserve open space for wildlife and provide outdoor education and recreation programs for all ages.",http://www.arconservancy.org
Environment,American Rivers,"Working to protect and restore healthy, natural rivers for the benefit of people and wildlife; ensuring clean drinking water, natural flood protection, and recreational enjoyment.",http://www.americanrivers.org
Environment,American Solar Energy Society,"Educates Americans about renewable energy through SOLAR TODAY magazine, the annual National Solar Tour, the National Solar Conference, chapters and member opportunities.",http://www.ases.org
Environment,Anacostia Watershed Society,"Restores and protects the Anacostia River and its watershed communities by cleaning the water, recovering the shores, and honoring the heritage",http://www.anacostiaws.org
Environment,Anza-Borrego Foundation,"Protects and preserves the natural landscapes, wildlife habitat, and cultural heritage of Anza-Borrego Desert State Parkﾕ_ﾨ for present and future generations.",http://www.theabf.org
Environment,Appalachia Ohio Alliance,"Dedicated to protecting natural areas, farmlands and open spaces in southeastern Ohio by holding conservation easements,  preserving Appalachia Ohio's scenic beauty and farmlands in perpetuity.",http://www.appalachiaohioalliance.org
Environment,Appalachian Mountain Club,"Promotes the protection, enjoyment, and understanding of the mountains, forests, waters, and trails of the Appalachian region through programs in conservation, outdoor education, and recreation.",http://www.outdoors.org
Environment,Arbor Day Foundation,"Through mass-media communications, by providing trees for planting, and by producing educational materials, the Arbor Day Foundation makes tree planting and care accessible to all.",http://www.arborday.org
Environment,Arlingtonians for a Clean Environment,A resource for green lifestyles in the local environment and for volunteer involvement in natural resource protection efforts to beautify the community.,http://www.arlingtonenvironment.org
Environment,Assateague Coastal Trust,"Works to protect the natural resources of the Maryland Coastal Bays Watershed and promote human health through advocacy, education and conservation.",http://www.actforbays.org
Environment,Association of New Jersey Environmental Commissions,"Provides training, support and information to New Jersey's environmental commissions and other municipal officials working to protect resources and environmental quality in their communities.",http://www.anjec.org
Environment,Atlanta Audubon Society,"The region's primary education and conservation organization dedicated to birds, promoting the enjoyment/understanding of birds and conserving and restoring the ecosystems that support them.",http://www.atlantaaudubon.org
Environment,Atlanta Bicycle Coalition,"Advocates for bicycle lanes and other improvements, offers bicycle and driver education, provides programs to overcome barriers to bicycling and make Atlanta region more bicycle-friendly.",http://www.atlantabike.org
Environment,Audubon Florida,"Audubon inspires people to take care of water, wildlife and Florida's special places through stewardship of the Everglades and other important bird areas.",http://www.fl.audubon.org
Environment,Audubon Foundation of Texas,"Making Texas better by encouraging conservation through education, research, citizen involvement, programs for Texas' birds, wildlife and habitats.  Supports Audubon Texas, Audubon chapters, sanctuaries statewide.",http://www.audubonfoundationtexas.org
Environment,Audubon Naturalist Society of the Central Atlantic States,Environmental organization dedicated to watershed and habitat protection and to providing people of all ages with a greater understanding and appreciation of their natural world.,http://www.anshome.org
Environment,Audubon New York,"Protects birds, wildlife and habitat nationally and locally through education, science and citizen activism. 100+ sanctuaries, 518 chapters, 500,000+ children and teachers reached each year!",http://ny.audubon.org
Environment,Audubon North Carolina,"Audubon conserves and restores the habitats we share with all wildlife, focusing on the needs of bird, through science based research, education and advocacy.",http://www.ncaudubon.org
Environment,Audubon Ohio,"Working to protect birds, wildlife, and their habitats, including our oceans. Educational outreach programs instruct and inspire future conservationists. Offers outdoor experiences.",http://www.audubonohio.org
Environment,Audubon Pennsylvania,"To conserve and restore natural ecosystems, focusing on birds, other wildlife, and their habitats for the benefit of humanity and the earth's biological diversity in Pennsylvania.",http://www.pa.audubon.org
Environment,Audubon Society of Portland,"Teaching people to enjoy, understand, and protect wildlife and habitat; urban green spaces, forests, birds, marine and coastal areas through education, conservation and advocacy programs.",http://www.audubonportland.org
Environment,Audubon Washington,"We work to protect birds and habitat through education, conservation action, community engagement and collaboration.",http://wa.audubon.org
Environment,Austin Parks Foundation,"We work with community groups and volunteers to adopt, maintain and revitalize public parks for recreation and enjoyment for all citizens.",http://www.austinparks.org
Environment,Austin Youth River Watch,"Our high school students monitor water quality in Austin's streams, submitting data to local authorities.  Students also receive support for achieving personal and academic success.",http://www.ayrw.org
Environment,BARK,"Trains people to get off the couch and become effective activists for Mt Hood's forests, rivers, wildlife, fish, and for environmentally sustainable recreation.",http://www.bark-out.org
Environment,Bat Conservation International,"Worldwide authority on bats committed to their protection through direct habitat conservation, research and education; facilitating win-win solutions that help both bats and people.",http://www.batcon.org
Environment,Bay Area Ridge Trail Council,"Plans and builds hiking, biking, and equestrian trail on ridge tops encircling San Francisco Bay. Over 340 miles of a planned 550+ mile trail are complete.",http://www.ridgetrail.org
Environment,Bayou Land Conservancy,A community-sponsored land preservation organization working with willing landowners to permanently protect land in the greater Houston region.,http://www.bayoulandconservancy.org
Environment,Bayou Preservation Association,"Research, advocacy, protection, education concerning 22 bayous in the greater Houston area; water quality, habitat restoration, paddle trails installation and guide, flood reduction policy.",http://www.bayoupreservation.org
Environment,Beech Creek Botanical Garden & Nature Preserve,Engaging in educating our communities with the emphasis on our youth to the benefits of growing and preserving horticulture and wildlife,http://www.bcbgarden.org
Environment,Bethesda Green,Creating a model of sustainable living for local communities; promotes a healthy economy and environmental stewardship; raises awareness and inspires action and solutions.,http://www.bethesdagreen.org
Environment,Beyond Pesticides,"Prevents pesticide poisoning of our environment, homes, workplaces, schools, food and water through a practical information clearinghouse on toxic hazards and non-chemical pest control.",http://www.beyondpesticides.org
Environment,Beyond Toxics,Beyond Toxics challenges the causes of toxic pollution in Oregon and empowers communities to enact lasting solutions to environmental health threats. We use environmental justice engagement and community-based environmental research to ensure environmental protection and health for all communities.,http://www.beyondtoxics.org
Environment,Bicycle Alliance of Washington,"We are growing bicycling statewide. Our strengths are building relationships, effective outreach, advocating for safety legislation and education.",http://www.bicyclealliance.org
Environment,Bicycle Transportation Alliance,"Creating healthier, more sustainable communities by making bicycling easier, safer, and more accessible for people of all ages and abilities.",http://www.btaoregon.org
Environment,Bike Texas Education Fund (formerly Texas Bicycle Coalition Education Fund),"Seeks to advance bicycle access, safety and education in Texas, and to encourage bicycle use as a healthy and mainstream lifestyle and transportation choice.",http://www.biketexas.org
Environment,Biodiversity Research Institute,"Biodiversity Research Institute assesses emerging threats to wildlife and ecosystems through collaborative research, and uses scientific findings to advance environmental awareness and inform decision makers.",http://www.briloon.org
Environment,Black Swamp Conservancy,Protecting and preserving natural and agricultural lands in northwest Ohio for the benefit of future generations,http://www.blackswamp.org
Environment,Blackland Prairie Raptor Center,"Experience based, integrated environmental education heightens understanding of raptors' vital roles maintaining healthy ecosystems and as indicators of human impact.",http://www.bpraptorcenter.org
Environment,Blue Ridge Parkway Foundation,"Stewardship & fundraising organization for Blue Ridge Parkway supporting projects that impact the environment, education, cultural heritage, & visitor experience/safety of Parkway visitors & neighbors",http://www.brpfoundation.org
Environment,Boston Building Resources - Reuse Center,"We redistribute used building materials and provide home improvement education to low-income homeowners in Massachusetts, which improves communities while diverting usable materials from landfills",http://www.bostonbuildingresources.com
Environment,Bridging The Gap,"Promoting regional sustainability by connecting environment, economy and community through environmental education, volunteer action and partnerships with businesses, governments and individuals.",http://www.bridgingthegap.org
Environment,BRING Recycling,"Works to create a sustainable environment by promoting resource conservation through innovative education, waste reduction, reuse and recycling programs.",http://www.bringrecycling.org
Environment,Buckeye Forest Council,"Dedicated to protecting Ohio's native forests and their inhabitants through education, advocacy and organizing. The BFC addresses the need for low-impact recreation and species habitat over logging and resource extraction in public forests.",http://www.buckeyeforestcouncil.org
Environment,Buckeye Trail Association,"Building, maintaining, protecting and promoting the use of Ohio's Buckeye Trail, a 1,444 miles scenic hiking trail, for our citizens, communities and partners since 1959",http://www.buckeyetrail.org
Environment,Buffalo Olmsted Parks Conservancy,"Non-profit, maintains Buffalo's 1200-acre historic park and parkway system, designed by Fredrick Law Olmstead. We preserve, maintain, restore, and enhance the parks for all.",http://www.bfloparks.org
Environment,Butte Environmental Council,"We educate our community and advocate for California's land, air, water, sustainable communities, healthy ecosystems, and the preservation of wild and agricultural land.",http://www.becprotects.org
Environment,C&O Canal Trust,"Independent, nonprofit organization working in partnership with the National Park Service to protect, restore, and promote the incomparable C&O Canal National Historical Park.",http://www.canaltrust.org
Environment,California Native Plant Society,"The mission of CNPS is to conserve California native plants and their natural habitats, and increase understanding, appreciation, and horticultural use of native plants.",http://www.cnps.org
Environment,Californians Against Waste Foundation,Working for a sustainable economy that thrives through greater use of recycled materials and less reliance on our invaluable and irreplaceable  virgin resources.,http://www.cawrecycles.org
Environment,Callaway Gardens (Ida Cason Callaway Foundation),"Provides environmental education, outdoor experiences and natural resource conservation demonstration areas for children, families and adults to learn from and enjoy.",http://www.callawaygardens.org
Environment,Captain Planet Foundation,Educates and inspires youth to be great stewards of the planet through community and school based hands-on environmental projects.,http://www.captainplanetfdn.org
Environment,Carbonfund.org Foundation,"Carbonfund.org supports third-party validated renewable energy, energy efficiency and reforestation projects in the United States and around the world that reduce carbon dioxide emissions.",http://www.carbonfund.org
Environment,Carolina Mountain Land Conservancy,Partners with landowners and organizations to protect land and water resources vital to our natural heritage and quality of life.,http://www.carolinamountain.org
Environment,Carolina Raptor Center,"Provides environmental education, raptor rehabilitation and raptor medical training worldwide. Visitors to the center enjoy one of the country's largest displays of raptors.",http://www.carolinaraptorcenter.org
Environment,Carolina Tiger Rescue (formerly Carnivore Preservation Trust),"Provides rescue and lifelong care for wild cats; conservation education through tours and community outreach; and opportunities for volunteering, internships, and community service.",http://www.carolinatigerrescue.org
Environment,Catawba Riverkeeper Foundation,"We advocate for and secure protection and enhancement of the Catawba River, its lakes, tributaries and watershed to sustain its dependent human and wildlife populations.",http://www.catawbariverkeeper.org
Environment,Center for EcoTechnology,"We help people save energy and reduce waste at home and work through practical solutions that save money, improve comfort and enhance business performance.",http://www.cetonline.org
Environment,Center for Environmental Law and Policy (CELP),"Works with tribes, local activists and environmentalists statewide to promote science based water management principles.",http://www.celp.org
Environment,"Center for Health, Environment and Justice","Protects the health of communities and children through grassroots organizing, coalition-building, and consumer campaigns to eliminate dangerous chemicals in water, air, homes and schools.",http://www.chej.org
Environment,Center for Maximum Potential Building Systems,"Sustainable building demonstrations, public policy initiatives and educational activities protect human health and the environment through integrating materials, energy, water and waste systems. Established 1975.",http://www.cmpbs.org
Environment,Center for Neighborhood Technology,"Promotes the development of more livable and sustainable urban communities. Researches, implements, and advocates for sustainable development best practices to improve the environment and economy.",http://www.cnt.org
Environment,Center for Plant Conservation,"Preventing the extinction of native U.S. plants through horticultural research, education, securing imperiled plant material, restoration and developing partnerships on a national level.",http://www.centerforplantconservation.org
Environment,Charity:Water,"charity:water is a non-profit organization bringing clean, safe drinking water to people in developing countries. 100% of all donations directly fund water projects, and they prove every dollar using photos and GPS coordinates on a map.",http://www.charitywater.org
Environment,Charles River Watershed Association,"Uses science, advocacy, and the law to protect, preserve, and enhance the Charles River and its watershed.",http://www.crwa.org
Environment,Chattahoochee Nature Center,To provide unique learning experiences focused on the Chattahoochee River that connect people to the natural world and to positively impact their local environment.,http://www.chattnaturecenter.com
Environment,Chattahoochee Riverkeeper (formerly Upper Chattahoochee Riverkeeper),"Advocates and secures the protection and stewardship of the Chattahoochee River, tributaries and watershed for people, fish and wildlife.",http://www.ucriverkeeper.org
Environment,Chesapeake Audubon Society,Provides child/adult environmental education and field trips; conserves 750-acre undisturbed rare salt marsh; advocates for environmental protection policies; operates Pickering Creek Audubon Center.,http://www.chesapeakeaudubon.org
Environment,Chesapeake Wildlife Heritage,"Dedicated to the restoration, management and protection of wildlife habitat and the promotion of sustainable agriculture, through direct action with private and public landowners.",http://www.cheswildlife.org
Environment,Chicago Legal Clinic,Maintains an Environmental Law Clinic that offers free representation to people confronting urban environmental problems in the Chicago area.,http://www.clclaw.org
Environment,Children's Environmental Health Institute,"Providing education about how children are vulnerable to environmental toxins that increase their risk for diseases such as childhood cancer, asthma, developmental disorders and autism.",http://www.cehi.org
Environment,Citizen Power,We promote public involvement in environmental issues. We conduct research and make available objective information. We advocate on behalf of environmental and consumer interests.,http://www.citizenpower.com
Environment,Citizens Campaign Fund for the Environment,"Protects our natural resources and public health through education, research, and advocacy. Campaigns include protecting drinking water, oceans, estuaries, land, advancing renewable energy, and recycling.",http://www.citizenscampaign.org/ccfe.asp
